Flow_ID, Lost_Packets, Tx_Packets, Tx_Bytes, TxOffered(Mbps),  Rx_Packets, Rx_Bytes, T_put(Mbps), Mean_Delay_Rx_Packets, Mean_Jitter, Packet_Loss_Ratio
4, 235570, 339673, 509509500, 20.3805, 85421, 128131500, 8.33679, 0.78121, 0.00115763, 0.733884
8, 239074, 339673, 509509500, 20.3805, 81917, 122875500, 8.16012, 0.7501, 0.00119587, 0.7448
12, 239215, 339673, 509509500, 20.3805, 81776, 122664000, 8.13302, 0.749858, 0.00122268, 0.745239
16, 239014, 339673, 509509500, 20.3805, 81977, 122965500, 8.16516, 0.750739, 0.00120839, 0.744613
20, 238936, 339673, 509509500, 20.3805, 82055, 123082500, 8.16921, 0.754232, 0.00120221, 0.74437
24, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
28, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
32, 239033, 339673, 509509500, 20.3805, 81958, 122937000, 8.14727, 0.752184, 0.0012127, 0.744672
36, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
40, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
44, 239118, 339673, 509509500, 20.3805, 81873, 122809500, 8.16097, 0.748148, 0.00120015, 0.744937
48, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
52, 239115, 339673, 509509500, 20.3805, 81876, 122814000, 8.15147, 0.750233, 0.00120534, 0.744927
56, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
60, 320991, 339673, 509509500, 20.3805, 0, 0, 0, 0, 0, 0
